"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"newthyroid",5,100,1169,269,4,4,"abl_acc"
"newthyroid",5,100,1169,269,1,1,"abl_min_cov"
"newthyroid",5,100,1169,269,5,5,"abl_max_cov"
"newthyroid",5,100,1169,269,5,5,"abl_overlap"
"newthyroid",5,100,1169,979,5,5,"abl_preselect"
"newthyroid",6,100,1437,333,6,6,"no_abl"
"newthyroid",6,100,1437,333,6,6,"abl_conf"
"newthyroid",6,100,1437,333,6,6,"abl_supp"
"newthyroid",6,100,1437,333,6,6,"abl_length"
"newthyroid",6,100,1437,333,6,6,"abl_mod"
"newthyroid",6,100,1437,333,4,4,"abl_acc"
"newthyroid",6,100,1437,333,1,1,"abl_min_cov"
"newthyroid",6,100,1437,333,6,6,"abl_max_cov"
"newthyroid",6,100,1437,333,6,6,"abl_overlap"
"newthyroid",6,100,1437,1176,6,6,"abl_preselect"
"newthyroid",7,100,1318,306,5,5,"no_abl"
"newthyroid",7,100,1318,306,5,5,"abl_conf"
"newthyroid",7,100,1318,306,5,5,"abl_supp"
"newthyroid",7,100,1318,306,5,5,"abl_length"
"newthyroid",7,100,1318,306,5,5,"abl_mod"
"newthyroid",7,100,1318,306,4,4,"abl_acc"
"newthyroid",7,100,1318,306,1,1,"abl_min_cov"
"newthyroid",7,100,1318,306,5,5,"abl_max_cov"
"newthyroid",7,100,1318,306,5,5,"abl_overlap"
"newthyroid",7,100,1318,1091,5,5,"abl_preselect"
"newthyroid",8,100,1277,288,6,6,"no_abl"
"newthyroid",8,100,1277,288,6,6,"abl_conf"
"newthyroid",8,100,1277,288,6,6,"abl_supp"
"newthyroid",8,100,1277,288,6,6,"abl_length"
"newthyroid",8,100,1277,288,6,6,"abl_mod"
"newthyroid",8,100,1277,288,4,4,"abl_acc"
"newthyroid",8,100,1277,288,1,1,"abl_min_cov"
"newthyroid",8,100,1277,288,6,6,"abl_max_cov"
"newthyroid",8,100,1277,288,6,6,"abl_overlap"
"newthyroid",8,100,1277,1084,6,6,"abl_preselect"
"newthyroid",9,100,1361,297,6,6,"no_abl"
"newthyroid",9,100,1361,297,6,6,"abl_conf"
"newthyroid",9,100,1361,297,6,6,"abl_supp"
"newthyroid",9,100,1361,297,6,6,"abl_length"
"newthyroid",9,100,1361,297,6,6,"abl_mod"
"newthyroid",9,100,1361,297,4,4,"abl_acc"
"newthyroid",9,100,1361,297,1,1,"abl_min_cov"
"newthyroid",9,100,1361,297,6,6,"abl_max_cov"
"newthyroid",9,100,1361,297,6,6,"abl_overlap"
"newthyroid",9,100,1361,1112,6,6,"abl_preselect"
"newthyroid",10,100,1280,280,6,5,"no_abl"
"newthyroid",10,100,1280,280,6,6,"abl_conf"
"newthyroid",10,100,1280,280,6,5,"abl_supp"
"newthyroid",10,100,1280,280,6,5,"abl_length"
"newthyroid",10,100,1280,280,6,5,"abl_mod"
"newthyroid",10,100,1280,280,4,4,"abl_acc"
"newthyroid",10,100,1280,280,1,1,"abl_min_cov"
"newthyroid",10,100,1280,280,6,5,"abl_max_cov"
"newthyroid",10,100,1280,280,6,5,"abl_overlap"
"newthyroid",10,100,1280,996,6,5,"abl_preselect"
