"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"newthyroid",4,0.9991,2.5537,3.837,0.063,7.4761,"abl_acc"
"newthyroid",4,0.9991,2.5537,3.837,0.094,7.4831,"abl_min_cov"
"newthyroid",4,0.9991,2.5537,3.837,0.584,7.9538,"abl_max_cov"
"newthyroid",4,0.9991,2.5537,3.837,0.353,7.7362,"abl_overlap"
"newthyroid",4,0.9991,1.0307,12.8934,1.003,25.4565,"abl_preselect"
"newthyroid",5,0.9422,2.3539,3.5849,0.282,6.9559,"no_abl"
"newthyroid",5,0.9422,2.3539,3.5849,0.495,7.1084,"abl_conf"
"newthyroid",5,0.9422,2.3539,3.5849,0.29,6.9238,"abl_supp"
"newthyroid",5,0.9422,2.3539,3.5849,0.396,7.0297,"abl_length"
"newthyroid",5,0.9422,2.3539,3.5849,0.408,7.0286,"abl_mod"
"newthyroid",5,0.9422,2.3539,3.5849,0.124,6.8299,"abl_acc"
"newthyroid",5,0.9422,2.3539,3.5849,0.116,6.7315,"abl_min_cov"
"newthyroid",5,0.9422,2.3539,3.5849,0.547,7.1857,"abl_max_cov"
"newthyroid",5,0.9422,2.3539,3.5849,0.166,6.9421,"abl_overlap"
"newthyroid",5,0.9422,0.9803,12.7667,1.444,25.8258,"abl_preselect"
"newthyroid",6,1.1946,2.7602,4.3256,0.823,9.1664,"no_abl"
"newthyroid",6,1.1946,2.7602,4.3256,0.724,8.9273,"abl_conf"
"newthyroid",6,1.1946,2.7602,4.3256,0.298,8.5176,"abl_supp"
"newthyroid",6,1.1946,2.7602,4.3256,0.508,8.8414,"abl_length"
"newthyroid",6,1.1946,2.7602,4.3256,0.663,8.8697,"abl_mod"
"newthyroid",6,1.1946,2.7602,4.3256,0.077,8.227,"abl_acc"
"newthyroid",6,1.1946,2.7602,4.3256,0.117,8.4597,"abl_min_cov"
"newthyroid",6,1.1946,2.7602,4.3256,0.909,9.3549,"abl_max_cov"
"newthyroid",6,1.1946,2.7602,4.3256,0.393,8.6974,"abl_overlap"
"newthyroid",6,1.1946,1.2015,15.1179,1.148,30.5306,"abl_preselect"
"newthyroid",7,1.1065,2.6602,3.997,0.227,7.8052,"no_abl"
"newthyroid",7,1.1065,2.6602,3.997,0.342,7.8872,"abl_conf"
"newthyroid",7,1.1065,2.6602,3.997,0.197,7.7329,"abl_supp"
"newthyroid",7,1.1065,2.6602,3.997,0.273,7.9017,"abl_length"
"newthyroid",7,1.1065,2.6602,3.997,0.186,7.7485,"abl_mod"
"newthyroid",7,1.1065,2.6602,3.997,0.117,7.7903,"abl_acc"
"newthyroid",7,1.1065,2.6602,3.997,0.135,7.6905,"abl_min_cov"
"newthyroid",7,1.1065,2.6602,3.997,0.446,7.9497,"abl_max_cov"
"newthyroid",7,1.1065,2.6602,3.997,0.211,7.828,"abl_overlap"
"newthyroid",7,1.1065,1.1636,14.2055,1.052,27.9759,"abl_preselect"
"newthyroid",8,1.017,2.651,3.7186,0.625,7.7446,"no_abl"
"newthyroid",8,1.017,2.651,3.7186,0.546,7.6201,"abl_conf"
"newthyroid",8,1.017,2.651,3.7186,0.737,8.0157,"abl_supp"
"newthyroid",8,1.017,2.651,3.7186,0.688,7.8242,"abl_length"
"newthyroid",8,1.017,2.651,3.7186,0.588,7.7043,"abl_mod"
"newthyroid",8,1.017,2.651,3.7186,0.073,7.2982,"abl_acc"
"newthyroid",8,1.017,2.651,3.7186,0.11,7.2246,"abl_min_cov"
"newthyroid",8,1.017,2.651,3.7186,0.972,8.1615,"abl_max_cov"
"newthyroid",8,1.017,2.651,3.7186,0.703,7.8635,"abl_overlap"
"newthyroid",8,1.017,1.1078,14.1141,1.628,28.3693,"abl_preselect"
"newthyroid",9,1.1144,2.6713,3.8353,0.133,7.4015,"no_abl"
"newthyroid",9,1.1144,2.6713,3.8353,0.217,7.514,"abl_conf"
"newthyroid",9,1.1144,2.6713,3.8353,0.235,7.5169,"abl_supp"
"newthyroid",9,1.1144,2.6713,3.8353,0.288,7.6539,"abl_length"
"newthyroid",9,1.1144,2.6713,3.8353,0.29,7.6247,"abl_mod"
"newthyroid",9,1.1144,2.6713,3.8353,0.057,7.3863,"abl_acc"
"newthyroid",9,1.1144,2.6713,3.8353,0.083,7.3855,"abl_min_cov"
"newthyroid",9,1.1144,2.6713,3.8353,0.182,7.5646,"abl_max_cov"
"newthyroid",9,1.1144,2.6713,3.8353,0.189,7.5475,"abl_overlap"
"newthyroid",9,1.1144,1.1748,14.4231,0.673,27.9722,"abl_preselect"
"newthyroid",10,1.0618,2.408,3.6387,0.87,7.7928,"no_abl"
"newthyroid",10,1.0618,2.408,3.6387,0.77,7.6709,"abl_conf"
"newthyroid",10,1.0618,2.408,3.6387,0.511,7.4842,"abl_supp"
"newthyroid",10,1.0618,2.408,3.6387,0.483,7.4625,"abl_length"
"newthyroid",10,1.0618,2.408,3.6387,0.74,7.7117,"abl_mod"
"newthyroid",10,1.0618,2.408,3.6387,0.071,7.0568,"abl_acc"
"newthyroid",10,1.0618,2.408,3.6387,0.095,7.0584,"abl_min_cov"
"newthyroid",10,1.0618,2.408,3.6387,0.954,7.9109,"abl_max_cov"
"newthyroid",10,1.0618,2.408,3.6387,0.461,7.4055,"abl_overlap"
"newthyroid",10,1.0618,1.0372,12.6093,1.05,25.6632,"abl_preselect"
