"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"cryotherapy",4,"OptimalRules",3.22,2,2,3,4,5,"abl_max_cov"
"cryotherapy",4,"OPTSTEL",3.22,2,2,3,4,5,"abl_max_cov"
"cryotherapy",4,"OptimalRules",3.22,2,2,3,4,5,"abl_overlap"
"cryotherapy",4,"OPTSTEL",3.22,2,2,3,4,5,"abl_overlap"
"cryotherapy",4,"OptimalRules",3.22,2,2,3,4,5,"abl_preselect"
"cryotherapy",4,"OPTSTEL",3.22,2,2,3,4,5,"abl_preselect"
"cryotherapy",5,"OptimalRules",2.88,2,2,2.5,3.25,5,"no_abl"
"cryotherapy",5,"OPTSTEL",2.86,2,2,2,3.5,5,"no_abl"
"cryotherapy",5,"OptimalRules",2.75,1,1.75,3,3.25,5,"abl_conf"
"cryotherapy",5,"OPTSTEL",2.71,1,1.5,3,3.5,5,"abl_conf"
"cryotherapy",5,"OptimalRules",2.25,1,2,2,2.25,4,"abl_supp"
"cryotherapy",5,"OPTSTEL",2,1,2,2,2,3,"abl_supp"
"cryotherapy",5,"OptimalRules",2.88,2,2,2.5,3.25,5,"abl_length"
"cryotherapy",5,"OPTSTEL",2.86,2,2,2,3.5,5,"abl_length"
"cryotherapy",5,"OptimalRules",2.88,2,2,2.5,3.25,5,"abl_mod"
"cryotherapy",5,"OPTSTEL",2.86,2,2,2,3.5,5,"abl_mod"
"cryotherapy",5,"OptimalRules",2.6,1,1,3,3,5,"abl_acc"
"cryotherapy",5,"OPTSTEL",2.6,1,1,3,3,5,"abl_acc"
"cryotherapy",5,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",5,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",5,"OptimalRules",2.88,2,2,2.5,3.25,5,"abl_max_cov"
"cryotherapy",5,"OPTSTEL",2.86,2,2,2,3.5,5,"abl_max_cov"
"cryotherapy",5,"OptimalRules",2.88,2,2,2.5,3.25,5,"abl_overlap"
"cryotherapy",5,"OPTSTEL",3,2,2,3,3.5,5,"abl_overlap"
"cryotherapy",5,"OptimalRules",2.88,2,2,2.5,3.25,5,"abl_preselect"
"cryotherapy",5,"OPTSTEL",2.86,2,2,2,3.5,5,"abl_preselect"
"cryotherapy",6,"OptimalRules",2.43,2,2,2,2,5,"no_abl"
"cryotherapy",6,"OPTSTEL",2.43,2,2,2,2,5,"no_abl"
"cryotherapy",6,"OptimalRules",2.43,2,2,2,2,5,"abl_conf"
"cryotherapy",6,"OPTSTEL",2.43,2,2,2,2,5,"abl_conf"
"cryotherapy",6,"OptimalRules",2.43,2,2,2,2,5,"abl_supp"
"cryotherapy",6,"OPTSTEL",2.43,2,2,2,2,5,"abl_supp"
"cryotherapy",6,"OptimalRules",2.71,2,2,2,3,5,"abl_length"
"cryotherapy",6,"OPTSTEL",2.71,2,2,2,3,5,"abl_length"
"cryotherapy",6,"OptimalRules",2.71,2,2,2,3,5,"abl_mod"
"cryotherapy",6,"OPTSTEL",2.71,2,2,2,3,5,"abl_mod"
"cryotherapy",6,"OptimalRules",2,1,2,2,2,3,"abl_acc"
"cryotherapy",6,"OPTSTEL",2,1,2,2,2,3,"abl_acc"
"cryotherapy",6,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",6,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",6,"OptimalRules",2.43,2,2,2,2,5,"abl_max_cov"
"cryotherapy",6,"OPTSTEL",2.43,2,2,2,2,5,"abl_max_cov"
"cryotherapy",6,"OptimalRules",2.43,2,2,2,2,5,"abl_overlap"
"cryotherapy",6,"OPTSTEL",2.43,2,2,2,2,5,"abl_overlap"
"cryotherapy",6,"OptimalRules",2.43,2,2,2,2,5,"abl_preselect"
"cryotherapy",6,"OPTSTEL",2.43,2,2,2,2,5,"abl_preselect"
"cryotherapy",7,"OptimalRules",2.75,2,2,2.5,3.25,4,"no_abl"
"cryotherapy",7,"OPTSTEL",2.75,2,2,2.5,3.25,4,"no_abl"
"cryotherapy",7,"OptimalRules",3,2,2,3,3.25,5,"abl_conf"
"cryotherapy",7,"OPTSTEL",3.14,2,2.5,3,3.5,5,"abl_conf"
"cryotherapy",7,"OptimalRules",2.88,2,2,3,3.25,4,"abl_supp"
"cryotherapy",7,"OPTSTEL",2.88,2,2,3,3.25,4,"abl_supp"
"cryotherapy",7,"OptimalRules",3,2,2,3,3.25,5,"abl_length"
"cryotherapy",7,"OPTSTEL",3.14,2,2.5,3,3.5,5,"abl_length"
"cryotherapy",7,"OptimalRules",2.75,2,2,2.5,3.25,4,"abl_mod"
"cryotherapy",7,"OPTSTEL",2.75,2,2,2.5,3.25,4,"abl_mod"
"cryotherapy",7,"OptimalRules",1.8,1,1,2,2,3,"abl_acc"
"cryotherapy",7,"OPTSTEL",1.8,1,1,2,2,3,"abl_acc"
"cryotherapy",7,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"cryotherapy",7,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"cryotherapy",7,"OptimalRules",2.75,2,2,2.5,3.25,4,"abl_max_cov"
"cryotherapy",7,"OPTSTEL",2.75,2,2,2.5,3.25,4,"abl_max_cov"
"cryotherapy",7,"OptimalRules",2.75,2,2,2.5,3.25,4,"abl_overlap"
"cryotherapy",7,"OPTSTEL",2.75,2,2,2.5,3.25,4,"abl_overlap"
"cryotherapy",7,"OptimalRules",2.75,2,2,2.5,3.25,4,"abl_preselect"
"cryotherapy",7,"OPTSTEL",2.75,2,2,2.5,3.25,4,"abl_preselect"
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5,"no_abl"
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5,"no_abl"
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5,"abl_conf"
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5,"abl_conf"
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5,"abl_supp"
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5,"abl_supp"
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5,"abl_length"
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5,"abl_length"
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5,"abl_mod"
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5,"abl_mod"
"cryotherapy",8,"OptimalRules",2.5,1,1.75,2.5,3.25,4,"abl_acc"
"cryotherapy",8,"OPTSTEL",2.33,1,1.5,2,3,4,"abl_acc"
"cryotherapy",8,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"cryotherapy",8,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5,"abl_max_cov"
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5,"abl_max_cov"
"cryotherapy",8,"OptimalRules",2.57,1,2,2,3,5,"abl_overlap"
"cryotherapy",8,"OPTSTEL",2.33,1,2,2,2,5,"abl_overlap"
"cryotherapy",8,"OptimalRules",2.57,2,2,3,3,3,"abl_preselect"
"cryotherapy",8,"OPTSTEL",2.57,2,2,3,3,3,"abl_preselect"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"no_abl"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"no_abl"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"abl_conf"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_conf"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"abl_supp"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_supp"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"abl_length"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_length"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"abl_mod"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_mod"
"cryotherapy",9,"OptimalRules",2.33,1,1.5,2,3,4,"abl_acc"
"cryotherapy",9,"OPTSTEL",2.33,1,1.5,2,3,4,"abl_acc"
"cryotherapy",9,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",9,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"abl_max_cov"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_max_cov"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"abl_overlap"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_overlap"
"cryotherapy",9,"OptimalRules",2.88,2,2,2.5,4,4,"abl_preselect"
"cryotherapy",9,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_preselect"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"no_abl"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"no_abl"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"abl_conf"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_conf"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"abl_supp"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_supp"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"abl_length"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_length"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"abl_mod"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_mod"
"cryotherapy",10,"OptimalRules",2.25,1,1,2,3.25,4,"abl_acc"
"cryotherapy",10,"OPTSTEL",2.67,1,2,3,3.5,4,"abl_acc"
"cryotherapy",10,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",10,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"abl_max_cov"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_max_cov"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"abl_overlap"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_overlap"
"cryotherapy",10,"OptimalRules",2.71,2,2,2,3.5,4,"abl_preselect"
"cryotherapy",10,"OPTSTEL",2.71,2,2,2,3.5,4,"abl_preselect"
