"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"titatnic",5,0.01,0.025,0.9838,0.2109,0.2091,0.2098,"Optimal",1.371,12.3644,41,3,"abl_supp"
"titatnic",5,0.01,0.025,0.9838,0.2109,0.2091,0.2098,"Optimal",1.802,12.7773,41,3,"abl_length"
"titatnic",5,0.01,0.025,0.9929,0.2109,0.2078,0.2078,"Optimal",1.707,12.6401,41,3,"abl_mod"
"titatnic",5,0.999,0.025,0.9792,0.2109,0.3148,0.2816,"Optimal",0.586,11.5538,41,2,"abl_acc"
"titatnic",5,0.01,0.999,0.7573,0.2109,0.2022,0,"Optimal",8.231,19.263,41,1,"abl_min_cov"
"titatnic",5,0.01,0.025,0.9838,0.2109,0.2091,0.2098,"Optimal",2.074,13.0712,41,3,"abl_max_cov"
"titatnic",5,0.01,0.025,0.9838,0.2109,0.2091,0.2098,"Optimal",1.577,12.5521,41,3,"abl_overlap"
"titatnic",5,0.01,0.025,0.9812,0.2109,0.2209,0,"Optimal",2.208,24.5054,85,2,"abl_preselect"
"titatnic",6,0.01,0.025,0.9799,0.2135,0.2146,0.2106,"Optimal",1.415,10.8338,35,3,"no_abl"
"titatnic",6,0.01,0.025,0.9922,0.2135,0.2191,0.208,"Optimal",1.418,10.8616,35,3,"abl_conf"
"titatnic",6,0.01,0.025,0.9799,0.2135,0.2146,0.2106,"Optimal",1.259,10.7518,35,3,"abl_supp"
"titatnic",6,0.01,0.025,0.9799,0.2135,0.2146,0.2106,"Optimal",1.377,10.8113,35,3,"abl_length"
"titatnic",6,0.01,0.025,0.9922,0.2135,0.2139,0.208,"Optimal",1.396,10.873,35,3,"abl_mod"
"titatnic",6,0.999,0.025,0.9864,0.2135,0.3138,0.2868,"Optimal",0.507,10.0109,35,2,"abl_acc"
"titatnic",6,0.01,0.999,0.7612,0.2135,0.2046,0,"Optimal",3.625,13.0592,35,1,"abl_min_cov"
"titatnic",6,0.01,0.025,0.9799,0.2135,0.2146,0.2106,"Optimal",1.473,10.8695,35,3,"abl_max_cov"
"titatnic",6,0.01,0.025,0.9799,0.2135,0.2146,0.2106,"Optimal",1.373,10.8031,35,3,"abl_overlap"
"titatnic",6,0.01,0.025,0.9812,0.2135,0.2222,0,"Optimal",3.972,25.1031,80,2,"abl_preselect"
"titatnic",7,0.01,0.025,0.9766,0.218,0.2272,0.4724,"Optimal",1.462,12.483,41,3,"no_abl"
"titatnic",7,0.01,0.025,0.9766,0.218,0.2272,0.4724,"Optimal",2.037,13.1188,41,3,"abl_conf"
"titatnic",7,0.01,0.025,0.9831,0.218,0.2191,0.2238,"Optimal",1.523,12.6107,41,3,"abl_supp"
"titatnic",7,0.01,0.025,0.9766,0.218,0.2272,0.4724,"Optimal",1.862,12.9618,41,3,"abl_length"
"titatnic",7,0.01,0.025,0.9766,0.218,0.2272,0.4724,"Optimal",1.676,12.6398,41,3,"abl_mod"
"titatnic",7,0.999,0.025,0.9792,0.218,0.3161,0.3028,"Optimal",0.513,11.4745,41,2,"abl_acc"
"titatnic",7,0.01,0.999,0.7599,0.218,0.2075,0,"Optimal",4.351,15.3477,41,1,"abl_min_cov"
"titatnic",7,0.01,0.025,0.9766,0.218,0.2272,0.4724,"Optimal",2.113,13.0566,41,3,"abl_max_cov"
"titatnic",7,0.01,0.025,0.9766,0.218,0.2272,0.4724,"Optimal",1.388,12.3608,41,3,"abl_overlap"
"titatnic",7,0.01,0.025,0.9805,0.218,0.2277,0,"Optimal",5.414,29.6436,93,2,"abl_preselect"
"titatnic",8,0.01,0.025,0.9844,0.2174,0.2162,0.2149,"Optimal",1.787,11.6937,37,3,"no_abl"
"titatnic",8,0.01,0.025,0.9974,0.2174,0.2258,0.2882,"Optimal",1.581,11.5551,37,3,"abl_conf"
"titatnic",8,0.01,0.025,0.9844,0.2174,0.2162,0.2149,"Optimal",1.345,11.3481,37,3,"abl_supp"
"titatnic",8,0.01,0.025,0.9844,0.2174,0.2162,0.2149,"Optimal",1.707,11.7302,37,3,"abl_length"
"titatnic",8,0.01,0.025,0.9844,0.2174,0.2162,0.2149,"Optimal",1.667,11.717,37,3,"abl_mod"
"titatnic",8,0.999,0.025,0.976,0.2174,0.3138,0.2945,"Optimal",0.499,10.4666,37,2,"abl_acc"
"titatnic",8,0.01,0.999,0.7664,0.2174,0.2091,0,"Optimal",3.802,13.7482,37,1,"abl_min_cov"
"titatnic",8,0.01,0.025,0.9844,0.2174,0.2162,0.2149,"Optimal",1.843,11.8366,37,3,"abl_max_cov"
"titatnic",8,0.01,0.025,0.9844,0.2174,0.2162,0.2149,"Optimal",1.778,11.844,37,3,"abl_overlap"
"titatnic",8,0.01,0.025,0.9786,0.2174,0.2255,0,"Optimal",2.07,24.2533,85,2,"abl_preselect"
"titatnic",9,0.01,0.025,0.9825,0.2083,0.2074,0.2173,"Optimal",1.319,11.7931,39,3,"no_abl"
"titatnic",9,0.01,0.025,0.9773,0.2083,0.2165,0.2975,"Optimal",1.913,12.3589,39,3,"abl_conf"
"titatnic",9,0.01,0.025,0.9825,0.2083,0.2074,0.2173,"Optimal",1.203,11.7598,39,3,"abl_supp"
"titatnic",9,0.01,0.025,0.9825,0.2083,0.2074,0.2173,"Optimal",1.546,12.0234,39,3,"abl_length"
"titatnic",9,0.01,0.025,0.9929,0.2083,0.2065,0.215,"Optimal",1.234,11.6494,39,3,"abl_mod"
"titatnic",9,0.999,0.025,0.9773,0.2083,0.3141,0.2975,"Optimal",0.518,10.9629,39,2,"abl_acc"
"titatnic",9,0.01,0.999,0.7489,0.2083,0.1984,0,"Optimal",7.491,17.9904,39,1,"abl_min_cov"
"titatnic",9,0.01,0.025,0.9825,0.2083,0.2074,0.2173,"Optimal",2.184,12.6848,39,3,"abl_max_cov"
"titatnic",9,0.01,0.025,0.9825,0.2083,0.2074,0.2173,"Optimal",1.345,11.9407,39,3,"abl_overlap"
"titatnic",9,0.01,0.025,0.9896,0.2083,0.2131,0.2393,"Optimal",6.042,27.9175,83,3,"abl_preselect"
"titatnic",10,0.01,0.025,0.976,0.2116,0.2207,0.2906,"Optimal",2.401,12.0901,36,3,"no_abl"
"titatnic",10,0.01,0.025,0.976,0.2116,0.2207,0.2906,"Optimal",1.732,11.4636,36,3,"abl_conf"
"titatnic",10,0.01,0.025,0.9799,0.2116,0.2172,0.0086,"Optimal",1.037,10.8579,36,3,"abl_supp"
"titatnic",10,0.01,0.025,0.976,0.2116,0.2207,0.2906,"Optimal",1.79,11.4428,36,3,"abl_length"
"titatnic",10,0.01,0.025,0.976,0.2116,0.2207,0.2906,"Optimal",2.036,11.8024,36,3,"abl_mod"
"titatnic",10,0.999,0.025,0.976,0.2116,0.3138,0.2906,"Optimal",0.482,10.281,36,2,"abl_acc"
"titatnic",10,0.01,0.999,0.7625,0.2116,0.206,0,"Optimal",7.994,17.6309,36,1,"abl_min_cov"
"titatnic",10,0.01,0.025,0.976,0.2116,0.2207,0.2906,"Optimal",1.704,11.449,36,3,"abl_max_cov"
"titatnic",10,0.01,0.025,0.976,0.2116,0.2207,0.2906,"Optimal",1.517,11.2391,36,3,"abl_overlap"
"titatnic",10,0.01,0.025,0.9805,0.2116,0.2164,0.2071,"Optimal",4.853,27.7797,87,3,"abl_preselect"
