"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"cryotherapy",7,1.0493,1.9285,1.9858,1.452,6.3852,"no_abl"
"cryotherapy",7,1.0493,1.9285,1.9858,1.151,6.0297,"abl_conf"
"cryotherapy",7,1.0493,1.9285,1.9858,1.171,6.1332,"abl_supp"
"cryotherapy",7,1.0493,1.9285,1.9858,1.158,6.0124,"abl_length"
"cryotherapy",7,1.0493,1.9285,1.9858,0.916,5.903,"abl_mod"
"cryotherapy",7,1.0493,1.9285,1.9858,0.125,4.9842,"abl_acc"
"cryotherapy",7,1.0493,1.9285,1.9858,0.114,4.9204,"abl_min_cov"
"cryotherapy",7,1.0493,1.9285,1.9858,0.865,5.7316,"abl_max_cov"
"cryotherapy",7,1.0493,1.9285,1.9858,0.92,5.9174,"abl_overlap"
"cryotherapy",7,1.0493,1.2269,5.382,1.207,14.0608,"abl_preselect"
"cryotherapy",8,0.8986,1.7273,1.7523,0.356,4.4688,"no_abl"
"cryotherapy",8,0.8986,1.7273,1.7523,0.473,4.5517,"abl_conf"
"cryotherapy",8,0.8986,1.7273,1.7523,0.421,4.5803,"abl_supp"
"cryotherapy",8,0.8986,1.7273,1.7523,0.549,4.6867,"abl_length"
"cryotherapy",8,0.8986,1.7273,1.7523,0.468,4.6276,"abl_mod"
"cryotherapy",8,0.8986,1.7273,1.7523,0.072,4.2481,"abl_acc"
"cryotherapy",8,0.8986,1.7273,1.7523,0.068,4.1894,"abl_min_cov"
"cryotherapy",8,0.8986,1.7273,1.7523,0.51,4.655,"abl_max_cov"
"cryotherapy",8,0.8986,1.7273,1.7523,0.443,4.6243,"abl_overlap"
"cryotherapy",8,0.8986,0.9706,4.3183,1.379,11.529,"abl_preselect"
"cryotherapy",9,1.0623,1.8214,2.0747,0.478,4.8259,"no_abl"
"cryotherapy",9,1.0623,1.8214,2.0747,0.52,4.9013,"abl_conf"
"cryotherapy",9,1.0623,1.8214,2.0747,0.339,4.7173,"abl_supp"
"cryotherapy",9,1.0623,1.8214,2.0747,0.734,5.1989,"abl_length"
"cryotherapy",9,1.0623,1.8214,2.0747,0.496,4.9389,"abl_mod"
"cryotherapy",9,1.0623,1.8214,2.0747,0.046,4.444,"abl_acc"
"cryotherapy",9,1.0623,1.8214,2.0747,0.065,4.4683,"abl_min_cov"
"cryotherapy",9,1.0623,1.8214,2.0747,1.029,5.4018,"abl_max_cov"
"cryotherapy",9,1.0623,1.8214,2.0747,0.595,4.9682,"abl_overlap"
"cryotherapy",9,1.0623,1.0844,4.6339,0.857,11.8663,"abl_preselect"
"cryotherapy",10,0.9899,2.1003,1.9054,0.987,5.7769,"no_abl"
"cryotherapy",10,0.9899,2.1003,1.9054,1.331,6.0666,"abl_conf"
"cryotherapy",10,0.9899,2.1003,1.9054,0.653,5.3239,"abl_supp"
"cryotherapy",10,0.9899,2.1003,1.9054,0.752,5.4936,"abl_length"
"cryotherapy",10,0.9899,2.1003,1.9054,0.694,5.5653,"abl_mod"
"cryotherapy",10,0.9899,2.1003,1.9054,0.036,4.7146,"abl_acc"
"cryotherapy",10,0.9899,2.1003,1.9054,0.075,4.8239,"abl_min_cov"
"cryotherapy",10,0.9899,2.1003,1.9054,1.044,5.813,"abl_max_cov"
"cryotherapy",10,0.9899,2.1003,1.9054,0.796,5.5531,"abl_overlap"
"cryotherapy",10,0.9899,1.1662,5.0299,1.245,13.2675,"abl_preselect"
