"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"Appendicitis",9,0.8078,1.7277,1.71,0.66,4.5958,"abl_conf"
"Appendicitis",9,0.8078,1.7277,1.71,0.511,4.5401,"abl_supp"
"Appendicitis",9,0.8078,1.7277,1.71,0.683,4.698,"abl_length"
"Appendicitis",9,0.8078,1.7277,1.71,0.835,4.8437,"abl_mod"
"Appendicitis",9,0.8078,1.7277,1.71,0.127,4.0764,"abl_acc"
"Appendicitis",9,0.8078,1.7277,1.71,0.065,4.0086,"abl_min_cov"
"Appendicitis",9,0.8078,1.7277,1.71,0.835,4.838,"abl_max_cov"
"Appendicitis",9,0.8078,1.7277,1.71,0.664,4.6844,"abl_overlap"
"Appendicitis",9,0.8078,1.0082,4.7571,1.368,12.4851,"abl_preselect"
"Appendicitis",10,0.9044,2.0668,1.7924,0.983,5.1286,"no_abl"
"Appendicitis",10,0.9044,2.0668,1.7924,0.969,5.199,"abl_conf"
"Appendicitis",10,0.9044,2.0668,1.7924,0.967,5.085,"abl_supp"
"Appendicitis",10,0.9044,2.0668,1.7924,0.884,5.0816,"abl_length"
"Appendicitis",10,0.9044,2.0668,1.7924,0.946,5.278,"abl_mod"
"Appendicitis",10,0.9044,2.0668,1.7924,0.058,4.2034,"abl_acc"
"Appendicitis",10,0.9044,2.0668,1.7924,0.086,4.1873,"abl_min_cov"
"Appendicitis",10,0.9044,2.0668,1.7924,0.813,4.8378,"abl_max_cov"
"Appendicitis",10,0.9044,2.0668,1.7924,0.744,4.779,"abl_overlap"
"Appendicitis",10,0.9044,1.163,5.8832,1.393,14.2919,"abl_preselect"
