"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"CAR",2,0.999,0.025,0.9752,0.0074,0.0331,0.3537,"Optimal",3.011,162.2033,802,26,"abl_acc"
"CAR",2,0.01,0.999,0.3375,0.0074,0,0,"Optimal",2.376,160.9481,802,1,"abl_min_cov"
"CAR",2,0.01,0.025,0.9752,0.0074,0.017,0.4283,"Optimal",40.308,199.8425,802,31,"abl_max_cov"
"CAR",2,0.01,0.025,0.9752,0.0074,0.017,0.3647,"Optimal",19.706,179.7006,802,31,"abl_overlap"
"CAR",2,0.01,0.025,0.9752,0.0074,0.0169,0.289,"Optimal",134.366,1496.5022,6870,27,"abl_preselect"
"CAR",3,0.01,0.025,0.9661,0.0091,0.0205,0.2926,"Optimal",99.74,254.2832,781,18,"no_abl"
"CAR",3,0.01,0.025,0.9686,0.0091,0.0188,0.3029,"Optimal",62.889,217.4053,781,20,"abl_conf"
"CAR",3,0.01,0.025,0.9752,0.0091,0.0186,0.328,"Optimal",47.225,201.6825,781,26,"abl_supp"
"CAR",3,0.01,0.025,0.9752,0.0091,0.0186,0.3441,"Optimal",50.269,204.8365,781,26,"abl_length"
"CAR",3,0.01,0.025,0.9752,0.0091,0.0186,0.3475,"Optimal",72.161,227.6966,781,26,"abl_mod"
"CAR",3,0.999,0.025,0.9752,0.0091,0.0288,0.3475,"Optimal",27.695,183.1382,781,24,"abl_acc"
"CAR",3,0.01,0.999,0.338,0.0091,0,0,"Optimal",2.522,158.2147,781,1,"abl_min_cov"
"CAR",3,0.01,0.025,0.9752,0.0091,0.0186,0.3559,"Optimal",63.701,218.2464,781,26,"abl_max_cov"
"CAR",3,0.01,0.025,0.9752,0.0091,0.0186,0.3441,"Optimal",41.439,196.7971,781,26,"abl_overlap"
"CAR",3,0.01,0.025,0.9752,0.0091,0.0186,0.3042,"Optimal",63.837,1387.2392,6614,24,"abl_preselect"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.3545,"Optimal",17.237,171.4622,779,29,"no_abl"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.3639,"Optimal",15.019,169.5935,779,29,"abl_conf"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.3308,"Optimal",19.637,174.6111,779,29,"abl_supp"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.3545,"Optimal",15.784,170.1949,779,29,"abl_length"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.3571,"Optimal",17.96,174.7085,779,29,"abl_mod"
"CAR",4,0.999,0.025,0.9752,0.0041,0.0322,0.3435,"Optimal",5.774,159.5711,779,25,"abl_acc"
"CAR",4,0.01,0.999,0.3342,0.0041,0,0,"Optimal",2.155,156.8534,779,1,"abl_min_cov"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.4394,"Optimal",23.35,177.7529,779,29,"abl_max_cov"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.3545,"Optimal",17.372,172.4547,779,29,"abl_overlap"
"CAR",4,0.01,0.025,0.9752,0.0041,0.0136,0.3636,"Optimal",163.121,1475.0211,6629,27,"abl_preselect"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0195,0.3661,"Optimal",38.127,191.0371,771,25,"no_abl"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0203,0.3534,"Optimal",43.424,196.8357,771,25,"abl_conf"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0195,0.3195,"Optimal",31.329,183.8181,771,25,"abl_supp"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0195,0.3661,"Optimal",22.929,176.1614,771,25,"abl_length"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0195,0.3661,"Optimal",30.172,182.6835,771,25,"abl_mod"
"CAR",5,0.999,0.025,0.9752,0.0107,0.0288,0.3119,"Optimal",6.344,159.5801,771,22,"abl_acc"
"CAR",5,0.01,0.999,0.3331,0.0107,0,0,"Optimal",2.196,155.433,771,1,"abl_min_cov"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0195,0.3949,"Optimal",43.66,197.5057,771,25,"abl_max_cov"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0195,0.3661,"Optimal",32.857,187.2432,771,25,"abl_overlap"
"CAR",5,0.01,0.025,0.9752,0.0107,0.0203,0.3288,"Optimal",536.84,1842.5827,6540,24,"abl_preselect"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.3669,"Optimal",27.434,191.4579,819,32,"no_abl"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.372,"Optimal",40.552,204.4057,819,32,"abl_conf"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.3576,"Optimal",30.371,193.7532,819,32,"abl_supp"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.3771,"Optimal",39.096,203.4799,819,32,"abl_length"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.3771,"Optimal",32.664,196.1432,819,32,"abl_mod"
"CAR",6,0.999,0.025,0.9752,0.0058,0.0331,0.3364,"Optimal",3.814,166.6322,819,24,"abl_acc"
"CAR",6,0.01,0.999,0.3314,0.0058,0,0,"Optimal",2.364,166.3398,819,1,"abl_min_cov"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.4373,"Optimal",52.774,215.7512,819,32,"abl_max_cov"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.3669,"Optimal",31.174,193.7467,819,32,"abl_overlap"
"CAR",6,0.01,0.025,0.9752,0.0058,0.0153,0.3076,"Optimal",91.228,1460.7729,6889,26,"abl_preselect"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.3757,"Optimal",50.489,209.6663,799,30,"no_abl"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.3528,"Optimal",54.501,212.4807,799,30,"abl_conf"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.2935,"Optimal",47.251,205.2934,799,30,"abl_supp"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.3757,"Optimal",40.145,198.8021,799,30,"abl_length"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.38,"Optimal",56.62,215.1247,799,30,"abl_mod"
"CAR",7,0.999,0.025,0.9752,0.005,0.0416,0.3121,"Optimal",7.364,165.541,799,20,"abl_acc"
"CAR",7,0.01,0.999,0.349,0.005,0,0,"Optimal",2.449,160.8725,799,1,"abl_min_cov"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.3783,"Optimal",54.249,212.2551,799,30,"abl_max_cov"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.3757,"Optimal",53.382,211.948,799,30,"abl_overlap"
"CAR",7,0.01,0.025,0.9752,0.005,0.0144,0.3449,"Optimal",1622.829,2911.5762,6434,26,"abl_preselect"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3478,"Optimal",46.342,201.1935,781,26,"no_abl"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3172,"Optimal",42.812,197.7352,781,26,"abl_conf"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3333,"Optimal",29.472,184.5223,781,26,"abl_supp"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3478,"Optimal",46.372,200.3943,781,26,"abl_length"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3478,"Optimal",38.313,192.9617,781,26,"abl_mod"
"CAR",8,0.999,0.025,0.9752,0.0116,0.0365,0.2536,"Optimal",8.929,163.7753,781,21,"abl_acc"
"CAR",8,0.01,0.999,0.3383,0.0116,0,0,"Optimal",2.451,158.5682,781,1,"abl_min_cov"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3825,"Optimal",120.921,276.6392,781,26,"abl_max_cov"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3478,"Optimal",45.192,201.6525,781,26,"abl_overlap"
"CAR",8,0.01,0.025,0.9752,0.0116,0.0212,0.3161,"Optimal",223.275,1516.9743,6520,25,"abl_preselect"
"CAR",9,0.01,0.025,0.9752,0.005,0.0144,0.3421,"Optimal",44.401,202.0352,793,28,"no_abl"
"CAR",9,0.01,0.025,0.9752,0.005,0.0144,0.3489,"Optimal",54.6,211.9008,793,28,"abl_conf"
"CAR",9,0.01,0.025,0.9694,0.005,0.0179,0.2827,"Optimal",47.033,205.6865,793,21,"abl_supp"
"CAR",9,0.01,0.025,0.9727,0.005,0.0153,0.3115,"Optimal",48.501,205.5416,793,22,"abl_length"
"CAR",9,0.01,0.025,0.9752,0.005,0.0144,0.3379,"Optimal",52.474,210.3875,793,28,"abl_mod"
"CAR",9,0.999,0.025,0.9752,0.005,0.0374,0.2691,"Optimal",5.83,163.7776,793,22,"abl_acc"
"CAR",9,0.01,0.999,0.3411,0.005,0,0,"Optimal",2.314,160.5808,793,1,"abl_min_cov"
"CAR",9,0.01,0.025,0.9752,0.005,0.0144,0.3761,"Optimal",47.172,204.1129,793,27,"abl_max_cov"
"CAR",9,0.01,0.025,0.9752,0.005,0.0144,0.3421,"Optimal",48.864,206.1513,793,28,"abl_overlap"
"CAR",9,0.01,0.025,0.9752,0.005,0.0144,0.2958,"Optimal",250.052,1579.5539,6643,26,"abl_preselect"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.4126,"Optimal",38.288,193.2828,781,35,"no_abl"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.4236,"Optimal",45.587,200.4218,781,35,"abl_conf"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.3328,"Optimal",35.968,191.9305,781,35,"abl_supp"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.4126,"Optimal",41.583,197.9909,781,35,"abl_length"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.416,"Optimal",27.233,182.8247,781,35,"abl_mod"
"CAR",10,0.999,0.025,0.9752,0.0058,0.0416,0.343,"Optimal",7.289,162.7638,781,23,"abl_acc"
"CAR",10,0.01,0.999,0.3419,0.0058,0,0,"Optimal",1.379,156.347,781,1,"abl_min_cov"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.4329,"Optimal",37.694,192.4529,781,34,"abl_max_cov"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.4126,"Optimal",32.4,188.5404,781,35,"abl_overlap"
"CAR",10,0.01,0.025,0.9752,0.0058,0.0153,0.3178,"Optimal",210.229,1517.2497,6577,26,"abl_preselect"
