"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"titatnic",4,0.264,0.1287,9.3247,2.31,24.6501,"abl_preselect"
"titatnic",5,0.2951,1.7607,5.9922,1.632,12.7134,"no_abl"
"titatnic",5,0.2951,1.7607,5.9922,1.753,12.6741,"abl_conf"
"titatnic",5,0.2951,1.7607,5.9922,1.371,12.3644,"abl_supp"
"titatnic",5,0.2951,1.7607,5.9922,1.802,12.7773,"abl_length"
"titatnic",5,0.2951,1.7607,5.9922,1.707,12.6401,"abl_mod"
"titatnic",5,0.2951,1.7607,5.9922,0.586,11.5538,"abl_acc"
"titatnic",5,0.2951,1.7607,5.9922,8.231,19.263,"abl_min_cov"
"titatnic",5,0.2951,1.7607,5.9922,2.074,13.0712,"abl_max_cov"
"titatnic",5,0.2951,1.7607,5.9922,1.577,12.5521,"abl_overlap"
"titatnic",5,0.2951,0.1286,9.3301,2.208,24.5054,"abl_preselect"
"titatnic",6,0.2531,1.607,4.8575,1.415,10.8338,"no_abl"
"titatnic",6,0.2531,1.607,4.8575,1.418,10.8616,"abl_conf"
"titatnic",6,0.2531,1.607,4.8575,1.259,10.7518,"abl_supp"
"titatnic",6,0.2531,1.607,4.8575,1.377,10.8113,"abl_length"
"titatnic",6,0.2531,1.607,4.8575,1.396,10.873,"abl_mod"
"titatnic",6,0.2531,1.607,4.8575,0.507,10.0109,"abl_acc"
"titatnic",6,0.2531,1.607,4.8575,3.625,13.0592,"abl_min_cov"
"titatnic",6,0.2531,1.607,4.8575,1.473,10.8695,"abl_max_cov"
"titatnic",6,0.2531,1.607,4.8575,1.373,10.8031,"abl_overlap"
"titatnic",6,0.2531,0.1207,8.8242,3.972,25.1031,"abl_preselect"
"titatnic",7,0.2874,1.7813,5.2661,1.462,12.483,"no_abl"
"titatnic",7,0.2874,1.7813,5.2661,2.037,13.1188,"abl_conf"
"titatnic",7,0.2874,1.7813,5.2661,1.523,12.6107,"abl_supp"
"titatnic",7,0.2874,1.7813,5.2661,1.862,12.9618,"abl_length"
"titatnic",7,0.2874,1.7813,5.2661,1.676,12.6398,"abl_mod"
"titatnic",7,0.2874,1.7813,5.2661,0.513,11.4745,"abl_acc"
"titatnic",7,0.2874,1.7813,5.2661,4.351,15.3477,"abl_min_cov"
"titatnic",7,0.2874,1.7813,5.2661,2.113,13.0566,"abl_max_cov"
"titatnic",7,0.2874,1.7813,5.2661,1.388,12.3608,"abl_overlap"
"titatnic",7,0.2874,0.1402,10.0016,5.414,29.6436,"abl_preselect"
"titatnic",8,0.2861,1.7287,4.8901,1.787,11.6937,"no_abl"
"titatnic",8,0.2861,1.7287,4.8901,1.581,11.5551,"abl_conf"
"titatnic",8,0.2861,1.7287,4.8901,1.345,11.3481,"abl_supp"
"titatnic",8,0.2861,1.7287,4.8901,1.707,11.7302,"abl_length"
"titatnic",8,0.2861,1.7287,4.8901,1.667,11.717,"abl_mod"
"titatnic",8,0.2861,1.7287,4.8901,0.499,10.4666,"abl_acc"
"titatnic",8,0.2861,1.7287,4.8901,3.802,13.7482,"abl_min_cov"
"titatnic",8,0.2861,1.7287,4.8901,1.843,11.8366,"abl_max_cov"
"titatnic",8,0.2861,1.7287,4.8901,1.778,11.844,"abl_overlap"
"titatnic",8,0.2861,0.127,9.2851,2.07,24.2533,"abl_preselect"
"titatnic",9,0.2756,1.6944,5.0844,1.319,11.7931,"no_abl"
"titatnic",9,0.2756,1.6944,5.0844,1.913,12.3589,"abl_conf"
"titatnic",9,0.2756,1.6944,5.0844,1.203,11.7598,"abl_supp"
"titatnic",9,0.2756,1.6944,5.0844,1.546,12.0234,"abl_length"
"titatnic",9,0.2756,1.6944,5.0844,1.234,11.6494,"abl_mod"
"titatnic",9,0.2756,1.6944,5.0844,0.518,10.9629,"abl_acc"
"titatnic",9,0.2756,1.6944,5.0844,7.491,17.9904,"abl_min_cov"
"titatnic",9,0.2756,1.6944,5.0844,2.184,12.6848,"abl_max_cov"
"titatnic",9,0.2756,1.6944,5.0844,1.345,11.9407,"abl_overlap"
"titatnic",9,0.2756,0.1251,9.1539,6.042,27.9175,"abl_preselect"
"titatnic",10,0.2503,1.6565,4.7836,2.401,12.0901,"no_abl"
"titatnic",10,0.2503,1.6565,4.7836,1.732,11.4636,"abl_conf"
"titatnic",10,0.2503,1.6565,4.7836,1.037,10.8579,"abl_supp"
"titatnic",10,0.2503,1.6565,4.7836,1.79,11.4428,"abl_length"
"titatnic",10,0.2503,1.6565,4.7836,2.036,11.8024,"abl_mod"
"titatnic",10,0.2503,1.6565,4.7836,0.482,10.281,"abl_acc"
"titatnic",10,0.2503,1.6565,4.7836,7.994,17.6309,"abl_min_cov"
"titatnic",10,0.2503,1.6565,4.7836,1.704,11.449,"abl_max_cov"
"titatnic",10,0.2503,1.6565,4.7836,1.517,11.2391,"abl_overlap"
"titatnic",10,0.2503,0.1335,9.4944,4.853,27.7797,"abl_preselect"
