"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"derma",5,0.01,0.025,0.9764,0,0.0081,0.1573,"Optimal",0.602,21.8118,507,10,"abl_overlap"
"derma",5,0.01,0.025,0.9765,0,0.008,0.1325,"Optimal",2.078,106.192,2482,8,"abl_preselect"
"derma",6,0.01,0.025,0.9765,0,0.008,0.2691,"Optimal",1.556,25.3651,569,9,"no_abl"
"derma",6,0.01,0.025,0.9765,0,0.008,0.2691,"Optimal",1.97,25.9075,569,9,"abl_conf"
"derma",6,0.01,0.025,0.9765,0,0.008,0.1084,"Optimal",1.636,25.2051,569,9,"abl_supp"
"derma",6,0.01,0.025,0.9765,0,0.008,0.2691,"Optimal",2.121,26.0734,569,9,"abl_length"
"derma",6,0.01,0.025,0.9765,0,0.008,0.2691,"Optimal",1.381,25.3146,569,9,"abl_mod"
"derma",6,0.999,0.025,0.9765,0,0.012,0.1406,"Optimal",1.102,25.163,569,8,"abl_acc"
"derma",6,0.01,0.999,0.2471,0,0,0,"Optimal",0.213,24.0131,569,1,"abl_min_cov"
"derma",6,0.01,0.025,0.9765,0,0.008,0.2691,"Optimal",2.502,26.5788,569,9,"abl_max_cov"
"derma",6,0.01,0.025,0.9765,0,0.008,0.2691,"Optimal",2.13,26.261,569,9,"abl_overlap"
"derma",6,0.01,0.025,0.9765,0,0.008,0.1365,"Optimal",4.534,113.3968,2590,8,"abl_preselect"
"derma",7,0.01,0.025,0.9763,0,0.0081,0.417,"Optimal",1.247,22.0861,496,10,"no_abl"
"derma",7,0.01,0.025,0.9763,0,0.0081,0.3927,"Optimal",1.242,22.2533,496,10,"abl_conf"
"derma",7,0.01,0.025,0.9763,0,0.0081,0.3563,"Optimal",1.31,22.1306,496,10,"abl_supp"
"derma",7,0.01,0.025,0.9763,0,0.0081,0.417,"Optimal",1.301,21.9137,496,10,"abl_length"
"derma",7,0.01,0.025,0.9763,0,0.0081,0.417,"Optimal",1.25,22.2216,496,10,"abl_mod"
"derma",7,0.999,0.025,0.9763,0,0.0202,0.1417,"Optimal",0.35,21.1114,496,9,"abl_acc"
"derma",7,0.01,0.999,0.3004,0,0,0,"Optimal",0.201,20.9942,496,1,"abl_min_cov"
"derma",7,0.01,0.025,0.9763,0,0.0081,0.417,"Optimal",1.308,21.894,496,10,"abl_max_cov"
"derma",7,0.01,0.025,0.9763,0,0.0081,0.417,"Optimal",1.018,21.6258,496,10,"abl_overlap"
"derma",7,0.01,0.025,0.9765,0,0.008,0.1124,"Optimal",2.559,106.9161,2468,8,"abl_preselect"
"derma",8,0.01,0.025,0.9765,0,0.008,0.1084,"Optimal",0.615,19.7271,458,9,"no_abl"
"derma",8,0.01,0.025,0.9765,0,0.008,0.1205,"Optimal",0.83,20.176,458,9,"abl_conf"
"derma",8,0.01,0.025,0.9765,0,0.008,0.1084,"Optimal",0.721,20.1785,458,9,"abl_supp"
"derma",8,0.01,0.025,0.9765,0,0.008,0.1084,"Optimal",0.904,20.3085,458,9,"abl_length"
"derma",8,0.01,0.025,0.9765,0,0.008,0.1084,"Optimal",0.897,20.067,458,9,"abl_mod"
"derma",8,0.999,0.025,0.9765,0,0.0241,0.1004,"Optimal",0.318,19.4821,458,8,"abl_acc"
"derma",8,0.01,0.999,0.3059,0,0,0,"Optimal",0.2,19.3564,458,1,"abl_min_cov"
"derma",8,0.01,0.025,0.9765,0,0.008,0.1084,"Optimal",1.729,21.0162,458,9,"abl_max_cov"
"derma",8,0.01,0.025,0.9765,0,0.008,0.1084,"Optimal",0.608,20.1205,458,9,"abl_overlap"
"derma",8,0.01,0.025,0.9804,0,0.004,0.036,"Optimal",1.703,101.477,2385,7,"abl_preselect"
"derma",9,0.01,0.025,0.9764,0,0.0081,0.4879,"Optimal",1.594,23.2171,516,11,"no_abl"
"derma",9,0.01,0.025,0.9764,0,0.0081,0.4919,"Optimal",1.659,23.4018,516,11,"abl_conf"
"derma",9,0.01,0.025,0.9764,0,0.0081,0.375,"Optimal",1.862,23.5764,516,11,"abl_supp"
"derma",9,0.01,0.025,0.9764,0,0.004,0.4234,"Optimal",1.753,23.3448,516,11,"abl_length"
"derma",9,0.01,0.025,0.9764,0,0.0081,0.4879,"Optimal",2.486,24.1796,516,11,"abl_mod"
"derma",9,0.999,0.025,0.9764,0,0.0323,0.3629,"Optimal",1.049,23.017,516,9,"abl_acc"
"derma",9,0.01,0.999,0.2913,0,0,0,"Optimal",0.217,21.8046,516,1,"abl_min_cov"
"derma",9,0.01,0.025,0.9724,0,0.0121,0.4534,"Optimal",2.183,23.8009,516,9,"abl_max_cov"
"derma",9,0.01,0.025,0.9764,0,0.0081,0.5806,"Optimal",1.858,23.6127,516,11,"abl_overlap"
"derma",9,0.01,0.025,0.9765,0,0.008,0.4337,"Optimal",6.087,112.2361,2543,9,"abl_preselect"
"derma",10,0.01,0.025,0.9765,0,0.008,0.3373,"Optimal",1.047,18.8349,424,9,"no_abl"
"derma",10,0.01,0.025,0.9765,0,0.008,0.3373,"Optimal",1.315,19.1916,424,9,"abl_conf"
"derma",10,0.01,0.025,0.9765,0,0.008,0.3373,"Optimal",1.27,19.3672,424,9,"abl_supp"
"derma",10,0.01,0.025,0.9765,0,0.008,0.3414,"Optimal",1.411,19.1222,424,9,"abl_length"
"derma",10,0.01,0.025,0.9765,0,0.008,0.3373,"Optimal",1.305,19.0969,424,9,"abl_mod"
"derma",10,0.999,0.025,0.9765,0,0.0241,0.0964,"Optimal",0.206,18.0149,424,7,"abl_acc"
"derma",10,0.01,0.999,0.2941,0,0,0,"Optimal",0.233,18.0924,424,1,"abl_min_cov"
"derma",10,0.01,0.025,0.9765,0,0.008,0.3373,"Optimal",2.603,20.8983,424,9,"abl_max_cov"
"derma",10,0.01,0.025,0.9765,0,0.008,0.3373,"Optimal",1.834,19.9951,424,9,"abl_overlap"
"derma",10,0.01,0.025,0.9765,0,0.008,0.1205,"Optimal",14.093,105.9284,2170,8,"abl_preselect"
