"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"newthyroid",3,0.01,0.025,0.98,0.0467,0.0544,0.4626,"Optimal",0.785,31.6946,1246,6,"abl_preselect"
"newthyroid",4,0.01,0.025,0.9867,0.0267,0.0338,0.4257,"Optimal",0.542,7.8641,297,5,"no_abl"
"newthyroid",4,0.01,0.025,0.9867,0.0267,0.0338,0.4189,"Optimal",0.437,7.8728,297,5,"abl_conf"
"newthyroid",4,0.01,0.025,0.98,0.0267,0.034,0.3673,"Optimal",0.504,7.9616,297,5,"abl_supp"
"newthyroid",4,0.01,0.025,0.98,0.0267,0.034,0.4898,"Optimal",0.666,8.0271,297,5,"abl_length"
"newthyroid",4,0.01,0.025,0.9867,0.0267,0.0338,0.4257,"Optimal",0.361,7.7377,297,5,"abl_mod"
"newthyroid",4,0.999,0.025,0.98,0.0267,0.0612,0.1905,"Optimal",0.063,7.4761,297,4,"abl_acc"
"newthyroid",4,0.01,0.999,0.52,0.0267,0.0128,0,"Optimal",0.094,7.4831,297,1,"abl_min_cov"
"newthyroid",4,0.01,0.025,0.9867,0.0267,0.0338,0.4257,"Optimal",0.584,7.9538,297,5,"abl_max_cov"
"newthyroid",4,0.01,0.025,0.98,0.0267,0.034,0.619,"Optimal",0.353,7.7362,297,5,"abl_overlap"
"newthyroid",4,0.01,0.025,0.98,0.0267,0.034,0.4218,"Optimal",1.003,25.4565,996,5,"abl_preselect"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.4966,"Optimal",0.282,6.9559,269,5,"no_abl"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.4966,"Optimal",0.495,7.1084,269,5,"abl_conf"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.1701,"Optimal",0.29,6.9238,269,5,"abl_supp"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.4966,"Optimal",0.396,7.0297,269,5,"abl_length"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.4966,"Optimal",0.408,7.0286,269,5,"abl_mod"
"newthyroid",5,0.999,0.025,0.98,0.0267,0.068,0.4966,"Optimal",0.124,6.8299,269,4,"abl_acc"
"newthyroid",5,0.01,0.999,0.66,0.0267,0.0202,0,"Optimal",0.116,6.7315,269,1,"abl_min_cov"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.4966,"Optimal",0.547,7.1857,269,5,"abl_max_cov"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.5442,"Optimal",0.166,6.9421,269,5,"abl_overlap"
"newthyroid",5,0.01,0.025,0.98,0.0267,0.034,0.4966,"Optimal",1.444,25.8258,979,5,"abl_preselect"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.4898,"Optimal",0.823,9.1664,333,6,"no_abl"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.4762,"Optimal",0.724,8.9273,333,6,"abl_conf"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.1497,"Optimal",0.298,8.5176,333,6,"abl_supp"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.4898,"Optimal",0.508,8.8414,333,6,"abl_length"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.4898,"Optimal",0.663,8.8697,333,6,"abl_mod"
"newthyroid",6,0.999,0.025,0.98,0.04,0.0816,0,"Optimal",0.077,8.227,333,4,"abl_acc"
"newthyroid",6,0.01,0.999,0.6333,0.04,0.0421,0,"Optimal",0.117,8.4597,333,1,"abl_min_cov"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.4898,"Optimal",0.909,9.3549,333,6,"abl_max_cov"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.6259,"Optimal",0.393,8.6974,333,6,"abl_overlap"
"newthyroid",6,0.01,0.025,0.98,0.04,0.0476,0.4898,"Optimal",1.148,30.5306,1176,6,"abl_preselect"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",0.227,7.8052,306,5,"no_abl"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",0.342,7.8872,306,5,"abl_conf"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",0.197,7.7329,306,5,"abl_supp"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",0.273,7.9017,306,5,"abl_length"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",0.186,7.7485,306,5,"abl_mod"
"newthyroid",7,0.999,0.025,0.9867,0.0333,0.0878,0,"Optimal",0.117,7.7903,306,4,"abl_acc"
"newthyroid",7,0.01,0.999,0.5867,0.0333,0.0341,0,"Optimal",0.135,7.6905,306,1,"abl_min_cov"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",0.446,7.9497,306,5,"abl_max_cov"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",0.211,7.828,306,5,"abl_overlap"
"newthyroid",7,0.01,0.025,0.98,0.0333,0.0408,0.3333,"Optimal",1.052,27.9759,1091,5,"abl_preselect"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0204,0.4626,"Optimal",0.625,7.7446,288,6,"no_abl"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0272,0.4898,"Optimal",0.546,7.6201,288,6,"abl_conf"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0204,0.449,"Optimal",0.737,8.0157,288,6,"abl_supp"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0204,0.4966,"Optimal",0.688,7.8242,288,6,"abl_length"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0204,0.4966,"Optimal",0.588,7.7043,288,6,"abl_mod"
"newthyroid",8,0.999,0.025,0.98,0.02,0.102,0.4762,"Optimal",0.073,7.2982,288,4,"abl_acc"
"newthyroid",8,0.01,0.999,0.58,0.02,0.0115,0,"Optimal",0.11,7.2246,288,1,"abl_min_cov"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0204,0.4626,"Optimal",0.972,8.1615,288,6,"abl_max_cov"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0204,0.5306,"Optimal",0.703,7.8635,288,6,"abl_overlap"
"newthyroid",8,0.01,0.025,0.98,0.02,0.0204,0.4626,"Optimal",1.628,28.3693,1084,6,"abl_preselect"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.4762,"Optimal",0.133,7.4015,297,6,"no_abl"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.4762,"Optimal",0.217,7.514,297,6,"abl_conf"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.4762,"Optimal",0.235,7.5169,297,6,"abl_supp"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.4762,"Optimal",0.288,7.6539,297,6,"abl_length"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.4762,"Optimal",0.29,7.6247,297,6,"abl_mod"
"newthyroid",9,0.999,0.025,0.98,0.0267,0.0816,0,"Optimal",0.057,7.3863,297,4,"abl_acc"
"newthyroid",9,0.01,0.999,0.5933,0.0267,0.0225,0,"Optimal",0.083,7.3855,297,1,"abl_min_cov"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.4762,"Optimal",0.182,7.5646,297,6,"abl_max_cov"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.5442,"Optimal",0.189,7.5475,297,6,"abl_overlap"
"newthyroid",9,0.01,0.025,0.98,0.0267,0.034,0.4762,"Optimal",0.673,27.9722,1112,6,"abl_preselect"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.0272,0.483,"Optimal",0.87,7.7928,280,6,"no_abl"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.034,0.4966,"Optimal",0.77,7.6709,280,6,"abl_conf"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.0272,0.4082,"Optimal",0.511,7.4842,280,6,"abl_supp"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.0272,0.483,"Optimal",0.483,7.4625,280,6,"abl_length"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.0272,0.483,"Optimal",0.74,7.7117,280,6,"abl_mod"
"newthyroid",10,0.999,0.025,0.9933,0.0267,0.0738,0.443,"Optimal",0.071,7.0568,280,4,"abl_acc"
"newthyroid",10,0.01,0.999,0.4867,0.0267,0.0137,0,"Optimal",0.095,7.0584,280,1,"abl_min_cov"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.0272,0.483,"Optimal",0.954,7.9109,280,6,"abl_max_cov"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.034,0.5782,"Optimal",0.461,7.4055,280,6,"abl_overlap"
"newthyroid",10,0.01,0.025,0.98,0.0267,0.0272,0.483,"Optimal",1.05,25.6632,996,6,"abl_preselect"
