"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"glass",4,"OPTSTEL",4.38,3,4,4,5,6,"abl_conf"
"glass",4,"OptimalRules",4.18,2,4,4,5,6,"abl_supp"
"glass",4,"OPTSTEL",4.31,2,4,4,5,6,"abl_supp"
"glass",4,"OptimalRules",4.47,3,4,4,5,6,"abl_length"
"glass",4,"OPTSTEL",4.56,3,4,4.5,5,6,"abl_length"
"glass",4,"OptimalRules",4.35,2,4,4,5,6,"abl_mod"
"glass",4,"OPTSTEL",4.5,3,4,4,5,6,"abl_mod"
"glass",4,"OptimalRules",4.09,3,4,4,4.5,5,"abl_acc"
"glass",4,"OPTSTEL",4,3,4,4,4,5,"abl_acc"
"glass",4,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"glass",4,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"glass",4,"OptimalRules",4.35,2,4,4,5,6,"abl_max_cov"
"glass",4,"OPTSTEL",4.5,3,4,4,5,6,"abl_max_cov"
"glass",4,"OptimalRules",4.35,2,4,4,5,6,"abl_overlap"
"glass",4,"OPTSTEL",4.5,3,4,4,5,6,"abl_overlap"
"glass",4,"OptimalRules",4,2,4,4,4.5,5,"abl_preselect"
"glass",4,"OPTSTEL",4.22,3,4,4,5,5,"abl_preselect"
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6,"no_abl"
"glass",5,"OPTSTEL",4.44,3,4,4,5,6,"no_abl"
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6,"abl_conf"
"glass",5,"OPTSTEL",4.44,3,4,4,5,6,"abl_conf"
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6,"abl_supp"
"glass",5,"OPTSTEL",4.44,3,4,4,5,6,"abl_supp"
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6,"abl_length"
"glass",5,"OPTSTEL",4.44,3,4,4,5,6,"abl_length"
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6,"abl_mod"
"glass",5,"OPTSTEL",4.44,3,4,4,5,6,"abl_mod"
"glass",5,"OptimalRules",4.27,2,3.5,4,5,6,"abl_acc"
"glass",5,"OPTSTEL",4,2,3,4,5,6,"abl_acc"
"glass",5,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"glass",5,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6,"abl_max_cov"
"glass",5,"OPTSTEL",4.44,3,4,4,5,6,"abl_max_cov"
"glass",5,"OptimalRules",4.53,3,4,4,5.5,6,"abl_overlap"
"glass",5,"OPTSTEL",4.44,3,4,4,5,6,"abl_overlap"
"glass",5,"OptimalRules",4.89,3,4,4.5,6,7,"abl_preselect"
"glass",5,"OPTSTEL",4.89,3,4,4.5,6,7,"abl_preselect"
"glass",6,"OptimalRules",3.96,2,3,4,5,6,"no_abl"
"glass",6,"OPTSTEL",4,2,3,4,5,6,"no_abl"
"glass",6,"OptimalRules",3.91,2,3,4,5,6,"abl_conf"
"glass",6,"OPTSTEL",4,2,3,4,5,6,"abl_conf"
"glass",6,"OptimalRules",3.96,2,3,4,5,6,"abl_supp"
"glass",6,"OPTSTEL",4,2,3,4,5,6,"abl_supp"
"glass",6,"OptimalRules",4,2,3,4,5,6,"abl_length"
"glass",6,"OPTSTEL",4.11,2,3.5,4,5,6,"abl_length"
"glass",6,"OptimalRules",3.96,2,3,4,5,6,"abl_mod"
"glass",6,"OPTSTEL",4,2,3,4,5,6,"abl_mod"
"glass",6,"OptimalRules",4.09,2,3.5,4,4.5,6,"abl_acc"
"glass",6,"OPTSTEL",4.09,2,3.5,4,4.5,6,"abl_acc"
"glass",6,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"glass",6,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"glass",6,"OptimalRules",3.96,2,3,4,5,6,"abl_max_cov"
"glass",6,"OPTSTEL",4,2,3,4,5,6,"abl_max_cov"
"glass",6,"OptimalRules",3.96,2,3,4,5,6,"abl_overlap"
"glass",6,"OPTSTEL",4,2,3,4,5,6,"abl_overlap"
"glass",6,"OptimalRules",4.6,2,4,4.5,5,8,"abl_preselect"
"glass",6,"OPTSTEL",4.74,3,4,5,5,8,"abl_preselect"
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6,"no_abl"
"glass",7,"OPTSTEL",4.24,2,3,4,5,6,"no_abl"
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6,"abl_conf"
"glass",7,"OPTSTEL",4.24,2,3,4,5,6,"abl_conf"
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6,"abl_supp"
"glass",7,"OPTSTEL",4.24,2,3,4,5,6,"abl_supp"
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6,"abl_length"
"glass",7,"OPTSTEL",4.24,2,3,4,5,6,"abl_length"
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6,"abl_mod"
"glass",7,"OPTSTEL",4.24,2,3,4,5,6,"abl_mod"
"glass",7,"OptimalRules",3.82,2,3,3,5,6,"abl_acc"
"glass",7,"OPTSTEL",3.9,2,3,3.5,5,6,"abl_acc"
"glass",7,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"glass",7,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6,"abl_max_cov"
"glass",7,"OPTSTEL",4.24,2,3,4,5,6,"abl_max_cov"
"glass",7,"OptimalRules",4.26,2,3.5,4,5,6,"abl_overlap"
"glass",7,"OPTSTEL",4.24,2,3,4,5,6,"abl_overlap"
"glass",7,"OptimalRules",4.35,2,4,4,5,6,"abl_preselect"
"glass",7,"OPTSTEL",4.35,2,4,4,5,6,"abl_preselect"
"glass",8,"OptimalRules",3.7,2,3,4,4.25,5,"no_abl"
"glass",8,"OPTSTEL",3.7,2,3,4,4.25,5,"no_abl"
"glass",8,"OptimalRules",3.85,2,3,4,5,6,"abl_conf"
"glass",8,"OPTSTEL",3.85,2,3,4,5,6,"abl_conf"
"glass",8,"OptimalRules",3.7,2,3,4,4.25,5,"abl_supp"
"glass",8,"OPTSTEL",3.7,2,3,4,4.25,5,"abl_supp"
"glass",8,"OptimalRules",3.9,2,3,4,5,6,"abl_length"
"glass",8,"OPTSTEL",3.9,2,3,4,5,6,"abl_length"
"glass",8,"OptimalRules",3.7,2,3,4,4.25,5,"abl_mod"
"glass",8,"OPTSTEL",3.7,2,3,4,4.25,5,"abl_mod"
"glass",8,"OptimalRules",4.27,2,3.5,4,5.5,6,"abl_acc"
"glass",8,"OPTSTEL",4.22,2,3,4,6,6,"abl_acc"
"glass",8,"OptimalRules",4,4,4,4,4,4,"abl_min_cov"
"glass",8,"OPTSTEL",4,4,4,4,4,4,"abl_min_cov"
"glass",8,"OptimalRules",3.7,2,3,4,4.25,5,"abl_max_cov"
"glass",8,"OPTSTEL",3.7,2,3,4,4.25,5,"abl_max_cov"
"glass",8,"OptimalRules",3.7,2,3,4,4.25,5,"abl_overlap"
"glass",8,"OPTSTEL",3.7,2,3,4,4.25,5,"abl_overlap"
"glass",8,"OptimalRules",4,2,3,4,5,7,"abl_preselect"
"glass",8,"OPTSTEL",4,2,3,4,5,7,"abl_preselect"
"glass",9,"OptimalRules",4.45,2,4,4,6,6,"no_abl"
"glass",9,"OPTSTEL",4.37,2,3.5,4,6,6,"no_abl"
"glass",9,"OptimalRules",4.59,3,4,4,5.75,6,"abl_conf"
"glass",9,"OPTSTEL",4.58,3,4,4,6,6,"abl_conf"
"glass",9,"OptimalRules",4.32,2,4,4,5,6,"abl_supp"
"glass",9,"OPTSTEL",4.39,2,4,4,5,6,"abl_supp"
"glass",9,"OptimalRules",4.59,2,4,4,6,6,"abl_length"
"glass",9,"OPTSTEL",4.53,2,4,4,6,6,"abl_length"
"glass",9,"OptimalRules",4.45,2,4,4,6,6,"abl_mod"
"glass",9,"OPTSTEL",4.37,2,3.5,4,6,6,"abl_mod"
"glass",9,"OptimalRules",4.55,3,4,5,5,6,"abl_acc"
"glass",9,"OPTSTEL",4.55,3,4,5,5,6,"abl_acc"
"glass",9,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"glass",9,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"glass",9,"OptimalRules",4.45,2,4,4,6,6,"abl_max_cov"
"glass",9,"OPTSTEL",4.37,2,3.5,4,6,6,"abl_max_cov"
"glass",9,"OptimalRules",4.45,2,4,4,6,6,"abl_overlap"
"glass",9,"OPTSTEL",4.37,2,3.5,4,6,6,"abl_overlap"
"glass",9,"OptimalRules",4.47,2,4,4,6,6,"abl_preselect"
"glass",9,"OPTSTEL",4.44,2,4,4,6,6,"abl_preselect"
"glass",10,"OptimalRules",4.52,2,4,5,5,6,"no_abl"
"glass",10,"OPTSTEL",4.52,2,4,5,5,6,"no_abl"
"glass",10,"OptimalRules",4.52,2,4,5,5,6,"abl_conf"
"glass",10,"OPTSTEL",4.52,2,4,5,5,6,"abl_conf"
"glass",10,"OptimalRules",4.52,2,4,5,5,6,"abl_supp"
"glass",10,"OPTSTEL",4.52,2,4,5,5,6,"abl_supp"
"glass",10,"OptimalRules",4.56,2,4,5,5,6,"abl_length"
"glass",10,"OPTSTEL",4.57,2,4,5,5,6,"abl_length"
"glass",10,"OptimalRules",4.52,2,4,5,5,6,"abl_mod"
"glass",10,"OPTSTEL",4.52,2,4,5,5,6,"abl_mod"
"glass",10,"OptimalRules",4.08,1,3.75,4,5,6,"abl_acc"
"glass",10,"OPTSTEL",4.08,1,3.75,4,5,6,"abl_acc"
"glass",10,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"glass",10,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"glass",10,"OptimalRules",4.52,2,4,5,5,6,"abl_max_cov"
"glass",10,"OPTSTEL",4.52,2,4,5,5,6,"abl_max_cov"
"glass",10,"OptimalRules",4.52,2,4,5,5,6,"abl_overlap"
"glass",10,"OPTSTEL",4.52,2,4,5,5,6,"abl_overlap"
"glass",10,"OptimalRules",4.46,2,4,4.5,5,7,"abl_preselect"
"glass",10,"OPTSTEL",4.59,2,4,5,5,7,"abl_preselect"
