"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"glass",8,3.5692,7.6704,10.2553,0.178,13.0114,"abl_acc"
"glass",8,3.5692,7.6704,10.2553,0.057,12.9388,"abl_min_cov"
"glass",8,3.5692,7.6704,10.2553,1.441,14.1511,"abl_max_cov"
"glass",8,3.5692,7.6704,10.2553,1.165,13.9308,"abl_overlap"
"glass",8,3.5692,5.9704,79.8285,2.778,86.5588,"abl_preselect"
"glass",9,3.6442,8.0304,11.454,2.669,16.929,"no_abl"
"glass",9,3.6442,8.0304,11.454,2.514,16.9911,"abl_conf"
"glass",9,3.6442,8.0304,11.454,1.672,16.1163,"abl_supp"
"glass",9,3.6442,8.0304,11.454,4.537,18.8875,"abl_length"
"glass",9,3.6442,8.0304,11.454,4.993,19.4274,"abl_mod"
"glass",9,3.6442,8.0304,11.454,0.181,14.4484,"abl_acc"
"glass",9,3.6442,8.0304,11.454,0.095,14.3666,"abl_min_cov"
"glass",9,3.6442,8.0304,11.454,2.426,16.7169,"abl_max_cov"
"glass",9,3.6442,8.0304,11.454,3.263,17.6039,"abl_overlap"
"glass",9,3.6442,6.1636,80.6128,10.229,95.8107,"abl_preselect"
"glass",10,3.8053,7.9352,12.0952,1.703,16.5703,"no_abl"
"glass",10,3.8053,7.9352,12.0952,4.329,19.2222,"abl_conf"
"glass",10,3.8053,7.9352,12.0952,1.237,16.165,"abl_supp"
"glass",10,3.8053,7.9352,12.0952,1.525,16.4202,"abl_length"
"glass",10,3.8053,7.9352,12.0952,1.02,15.9724,"abl_mod"
"glass",10,3.8053,7.9352,12.0952,0.432,15.5146,"abl_acc"
"glass",10,3.8053,7.9352,12.0952,0.091,15.2074,"abl_min_cov"
"glass",10,3.8053,7.9352,12.0952,3.161,18.1485,"abl_max_cov"
"glass",10,3.8053,7.9352,12.0952,1.227,16.0253,"abl_overlap"
"glass",10,3.8053,6.3093,85.7097,17.371,106.0316,"abl_preselect"
