"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",3.141,41.7429,485,4,"no_abl"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",2.763,41.3582,485,4,"abl_conf"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",3.306,42.5208,485,4,"abl_supp"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",10.267,49.0246,485,4,"abl_length"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",6.574,45.7016,485,4,"abl_mod"
"BCo",5,0.999,0.025,0.9776,0.0163,0.0334,0.2526,"Optimal",3.789,42.6046,485,4,"abl_acc"
"BCo",5,0.01,0.999,0.5878,0.0163,0.0139,0,"Optimal",0.686,39.3072,485,1,"abl_min_cov"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",5.187,44.0643,485,4,"abl_max_cov"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",4.259,43.7368,485,4,"abl_overlap"
"BCo",5,0.01,0.025,0.9755,0.0163,0.0251,0.2385,"Optimal",8.452,108.6862,1260,4,"abl_preselect"
"BCo",6,0.01,0.025,0.9755,0.0122,0.0209,0.2803,"Optimal",31.959,69.3695,464,5,"no_abl"
"BCo",6,0.01,0.025,0.9755,0.0122,0.0209,0.2824,"Optimal",87.034,124.7427,464,5,"abl_conf"
"BCo",6,0.01,0.025,0.9755,0.0122,0.0209,0.2803,"Optimal",22.225,59.6437,464,5,"abl_supp"
"BCo",6,0.01,0.025,0.9837,0.0122,0.0207,0.3423,"Optimal",45.576,83.2115,464,5,"abl_length"
"BCo",6,0.01,0.025,0.9755,0.0122,0.0209,0.2803,"Optimal",47.509,84.8063,464,5,"abl_mod"
"BCo",6,0.999,0.025,0.9755,0.0122,0.0272,0.2427,"Optimal",3.091,40.4616,464,4,"abl_acc"
"BCo",6,0.01,0.999,0.5837,0.0122,0,0,"Optimal",0.899,38.4852,464,1,"abl_min_cov"
"BCo",6,0.01,0.025,0.9755,0.0122,0.0209,0.2803,"Optimal",105.264,143.2022,464,5,"abl_max_cov"
"BCo",6,0.01,0.025,0.9755,0.0122,0.0209,0.795,"Optimal",8.01,45.7803,464,5,"abl_overlap"
"BCo",6,0.01,0.025,0.9755,0.0122,0.0209,0.1841,"Optimal",11.986,109.3761,1214,4,"abl_preselect"
"BCo",7,0.01,0.025,0.9755,0.0102,0.0188,0.2929,"Optimal",39.074,70.1263,387,5,"no_abl"
"BCo",7,0.01,0.025,0.9755,0.0102,0.0188,0.4854,"Optimal",31.758,63.0009,387,5,"abl_conf"
"BCo",7,0.01,0.025,0.9776,0.0102,0.0188,0.2463,"Optimal",23.714,55.0345,387,5,"abl_supp"
"BCo",7,0.01,0.025,0.9755,0.0102,0.0188,0.295,"Optimal",44.489,75.7204,387,5,"abl_length"
"BCo",7,0.01,0.025,0.9755,0.0102,0.0188,0.295,"Optimal",50.519,81.6532,387,5,"abl_mod"
"BCo",7,0.999,0.025,0.9755,0.0102,0.023,0.3033,"Optimal",38.453,69.6298,387,5,"abl_acc"
"BCo",7,0.01,0.999,0.6,0.0102,0,0,"Optimal",1.09,32.2476,387,1,"abl_min_cov"
"BCo",7,0.01,0.025,0.9755,0.0102,0.0188,0.2929,"Optimal",82.219,113.3896,387,5,"abl_max_cov"
"BCo",7,0.01,0.025,0.9755,0.0102,0.0167,0.728,"Optimal",3.348,34.5366,387,4,"abl_overlap"
"BCo",7,0.01,0.025,0.9755,0.0102,0.0188,0.272,"Optimal",17.109,109.5003,1147,4,"abl_preselect"
"BCo",8,0.01,0.025,0.9816,0.0122,0.0208,0.3264,"Optimal",45.23,81.1024,448,5,"no_abl"
"BCo",8,0.01,0.025,0.9755,0.0122,0.0209,0.3033,"Optimal",38.097,74.7696,448,5,"abl_conf"
"BCo",8,0.01,0.025,0.9755,0.0122,0.0188,0.2741,"Optimal",23.645,60.2991,448,5,"abl_supp"
"BCo",8,0.01,0.025,0.9816,0.0122,0.0208,0.3264,"Optimal",26.7,62.8699,448,5,"abl_length"
"BCo",8,0.01,0.025,0.9816,0.0122,0.0208,0.3264,"Optimal",32.174,68.9211,448,5,"abl_mod"
"BCo",8,0.999,0.025,0.9776,0.0122,0.0418,0.286,"Optimal",4.031,40.8287,448,4,"abl_acc"
"BCo",8,0.01,0.999,0.5918,0.0122,0.0069,0,"Optimal",0.832,36.6435,448,1,"abl_min_cov"
"BCo",8,0.01,0.025,0.9776,0.0122,0.0209,0.2797,"Optimal",145.776,181.7345,448,5,"abl_max_cov"
"BCo",8,0.01,0.025,0.9755,0.0122,0.0209,0.8577,"Optimal",22.572,58.5667,448,5,"abl_overlap"
"BCo",8,0.01,0.025,0.9755,0.0122,0.0188,0.2615,"Optimal",115.651,218.2019,1291,5,"abl_preselect"
"BCo",9,0.01,0.025,0.9755,0.0122,0.0209,0.2929,"Optimal",21.683,55.6405,424,5,"no_abl"
"BCo",9,0.01,0.025,0.9776,0.0122,0.0209,0.2735,"Optimal",16.511,50.4453,424,5,"abl_conf"
"BCo",9,0.01,0.025,0.9755,0.0122,0.0209,0.2929,"Optimal",23.827,58.2051,424,5,"abl_supp"
"BCo",9,0.01,0.025,0.9755,0.0122,0.0209,0.2929,"Optimal",17.067,51.5026,424,5,"abl_length"
"BCo",9,0.01,0.025,0.9755,0.0122,0.0209,0.2929,"Optimal",13.328,47.356,424,5,"abl_mod"
"BCo",9,0.999,0.025,0.9755,0.0122,0.0314,0.2929,"Optimal",17.788,52.2616,424,5,"abl_acc"
"BCo",9,0.01,0.999,0.6102,0.0122,0,0,"Optimal",1.34,35.4253,424,1,"abl_min_cov"
"BCo",9,0.01,0.025,0.9755,0.0122,0.0209,0.2929,"Optimal",69.397,103.5663,424,5,"abl_max_cov"
"BCo",9,0.01,0.025,0.9776,0.0122,0.0146,0.7578,"Optimal",8.41,42.8554,424,5,"abl_overlap"
"BCo",9,0.01,0.025,0.9776,0.0122,0.0209,0.263,"Optimal",12.281,103.6839,1142,4,"abl_preselect"
"BCo",10,0.01,0.025,0.9755,0.0163,0.023,0.2992,"Optimal",25.187,60.6061,444,5,"no_abl"
"BCo",10,0.01,0.025,0.9776,0.0163,0.0209,0.4885,"Optimal",33.865,69.5113,444,5,"abl_conf"
"BCo",10,0.01,0.025,0.9776,0.0163,0.0209,0.2714,"Optimal",24.256,60.1401,444,5,"abl_supp"
"BCo",10,0.01,0.025,0.9755,0.0163,0.0209,0.4979,"Optimal",34.093,70.0088,444,5,"abl_length"
"BCo",10,0.01,0.025,0.9755,0.0163,0.023,0.2992,"Optimal",29.722,65.8093,444,5,"abl_mod"
"BCo",10,0.999,0.025,0.9755,0.0163,0.023,0.2992,"Optimal",36.648,72.547,444,5,"abl_acc"
"BCo",10,0.01,0.999,0.5755,0.0163,0,0,"Optimal",1.167,36.9148,444,1,"abl_min_cov"
"BCo",10,0.01,0.025,0.9755,0.0163,0.023,0.2992,"Optimal",89.83,125.3585,444,5,"abl_max_cov"
"BCo",10,0.01,0.025,0.9755,0.0163,0.023,0.6778,"Optimal",1.55,37.6651,444,4,"abl_overlap"
"BCo",10,0.01,0.025,0.9755,0.0163,0.023,0.2824,"Optimal",6.977,103.0994,1214,4,"abl_preselect"
